ID,Date,Video Type,tag_map,partido_map,match_map,content_type_map,Impressions,Likes,Comments,Shares,Video Views,Interactions,Avg_percentage_viewed,Watch_time_hours,Ingresos
******X4mI8,09-06-2024,Video,tag_4,partido87,match4,content6,58221,24,3,1,4710,28,0.7035,27.6135,0
******QlUEo,09-06-2024,Short,tag_4,partido87,match4,content7,153024,318,36,3,17635,357,0.7348,161.9693,0
******otxMc,09-06-2024,Short,tag_4,partido87,match4,content7,501819,1813,118,22,62324,"1,953",0.7981,621.7652,0
******T_LAQ,09-06-2024,Short,tag_4,partido87,match4,content7,203311,569,40,7,25292,616,0.6575,230.9729,0
******_wTvo,09-06-2024,Video,tag_2,partido67,match4,content9,2500141,1719,124,81,241197,"1,924",0.6259,22602.7505,2127.972
******H_QlY,09-06-2024,Video,tag_2,partido80,match4,content9,1176032,579,27,53,89301,659,0.5792,7370.6309,704.79
******bHGxs,09-06-2024,Video,tag_4,partido87,match4,content9,5642306,6869,1150,623,876577,"8,642",0.6614,92443.0237,7573.032
******Pu0_s,09-06-2024,Short,tag_4,partido87,match4,content10,122016,522,25,12,25165,559,0.6877,240.3565,0
******Zt1vA,09-06-2024,Short,tag_4,partido87,match4,content10,25026,174,8,8,11100,190,0.5187,78.3659,0
******6_JqQ,09-06-2024,Short,tag_4,partido87,match4,content10,51410,685,22,12,30973,719,0.766,257.0304,0
******QsQ7k,09-06-2024,Video,tag_4,partido87,match4,content10,140183,164,59,85,16969,308,0.7582,243.0249,46.305
******LzRz8,09-06-2024,Video,tag_4,partido87,match4,content10,123382,103,41,21,16439,165,0.6918,217.974,0
******K7xtg,09-06-2024,Video,tag_4,partido87,match4,content10,92177,57,15,9,8590,81,0.6118,99.2678,0
******rqHHY,09-06-2024,Short,tag_4,partido87,match4,content10,36222,121,9,0,7005,130,0.5469,44.6942,0
******rSnxA,09-06-2024,Short,tag_4,partido87,match4,content10,193435,886,53,45,34776,984,0.5955,293.378,0
******4keIQ,09-06-2024,Video,tag_4,partido87,match4,content10,110783,165,49,20,16143,234,0.6689,224.9459,0
******VM7Ys,09-06-2024,Video,tag_4,partido87,match4,content10,160829,155,45,29,20414,229,0.7145,324.1217,52.721
******LcAWY,09-06-2024,Video,tag_4,partido87,match4,content12,85874,85,11,16,6387,112,0.5357,111.1955,0
******SYSa0,09-06-2024,Video,tag_4,partido87,match4,content15,1092483,672,263,20,148306,955,0.3353,26794.8797,1373.527
******7n_0Q,09-06-2024,Short,tag_2,partido67,match4,content21,55198,196,0,7,8612,203,0.5735,79.5772,0
******eGEoM,09-06-2024,Short,tag_4,partido87,match4,content21,265750,1288,62,59,98732,"1,409",0.8263,702.5375,0
******1kvKk,09-06-2024,Short,tag_4,partido87,match4,content21,33247,142,10,7,8069,159,0.6037,69.0127,0
******4cBhg,09-06-2024,Short,tag_4,partido87,match4,content22,15883,45,1,1,2767,47,0.514,19.3578,0
******TZG3I,09-06-2024,Short,tag_4,partido87,match4,content22,65590,166,23,4,11139,193,0.8632,61.4312,0
******XyqyY,09-06-2024,Short,tag_4,partido87,match4,content23,17430,68,0,2,2936,70,1.0184,13.2886,0
******JOPzM,09-06-2024,Short,tag_4,partido87,match4,content23,133322,5914,194,343,160522,"6,451",0.8851,1618.1533,0
******fqb_M,09-07-2024,Short,tag_2,partido157,match22,content2,14454,77,2,0,4249,79,0.5597,30.3884,0
******UIHug,09-07-2024,Video,tag_2,partido157,match22,content2,115943,84,5,7,14691,96,0.565,195.9856,50.47
******46Mxc,09-07-2024,Short,tag_2,partido157,match22,content4,32641,87,2,0,2727,89,0.6794,23.675,0
******X9Uos,09-07-2024,Short,tag_2,partido157,match22,content4,155094,933,17,140,24242,"1,090",0.748,161.1806,0
******wNPi4,09-07-2024,Short,tag_2,partido157,match22,content4,39091,275,9,44,5752,328,0.58,55.5987,0
******pUeRY,09-07-2024,Short,tag_2,partido157,match22,content4,13532,160,6,0,6769,166,0.4806,51.5117,0
******t2raw,09-07-2024,Short,tag_2,partido157,match22,content4,35222,179,8,17,6209,204,0.5553,56.5066,0
******afbho,09-07-2024,Video,tag_2,partido157,match22,content9,4311929,6767,400,832,641457,"7,999",0.6979,71130.6647,7820.177
******X9Uos,09-07-2024,Short,tag_2,partido63,match22,content10,159899,949,18,141,24745,"1,108",74.64,164.1723,5.388
******CK9tw,09-07-2024,Short,tag_2,partido63,match22,content10,318827,2368,50,524,58080,"2,942",70.98,549.6696,12.538
******JaX6M,09-07-2024,Video,tag_4,Ninguno,Ninguno,content10,346432,65,2,5,18881,72,0.2827,1192.1838,83.118
******dj6X8,09-07-2024,Video,tag_2,Ninguno,Ninguno,content10,184829,41,2,9,8268,52,0.3566,423.3801,48.271
******ZLLBw,09-07-2024,Short,tag_2,partido157,match22,content10,30860,234,3,8,11054,245,0.489,82.5812,0
******zjOWA,09-07-2024,Video,tag_2,partido157,match22,content10,133580,142,16,75,19107,233,0.5682,373.9357,69.264
******pcCiI,09-07-2024,Video,tag_2,partido157,match22,content10,146561,213,11,22,21426,246,0.5253,365.8017,82.637
******CK9tw,09-07-2024,Short,tag_2,partido157,match22,content10,291377,2228,47,498,55456,"2,773",0.7152,528.819,0
******3Z6v8,09-07-2024,Video,tag_2,partido157,match22,content10,470332,1237,107,1391,91286,"2,735",0.7161,2088.345,523.436
******EHs9M,09-07-2024,Short,tag_2,partido157,match22,content10,30474,177,5,3,6833,185,0.5039,54.5117,0
******z2NVU,09-07-2024,Video,tag_2,partido157,match22,content11,1450704,1851,104,337,223468,"2,292",0.5992,13428.1257,1287.4
