ID,Date,Video Type,tag_map,partido_map,match_map,content_type_map,Impressions,Likes,Comments,Shares,Video Views,Interactions,Avg_percentage_viewed,Watch_time_hours,Ingresos
******1Ttdo,17-06-2024,Video,tag_2,partido18,match16,content10,52014,26,3,8,3620,37,0.6268,47.898,0
******ZrSUs,17-06-2024,Short,tag_2,partido23,match16,content10,17086,59,0,2,4270,61,0.4689,29.477,0
******MYpZQ,17-06-2024,Video,tag_2,partido23,match16,content10,43728,34,3,2,3127,39,0.4865,44.789,0
******7to0M,17-06-2024,Short,tag_2,partido141,match16,content10,24159,51,2,1,2871,54,0.3203,13.0266,0
******DQF9E,17-06-2024,Short,tag_2,partido141,match16,content10,16080,79,2,3,2769,84,0.4391,18.9126,0
******Ihqhk,17-06-2024,Video,tag_2,partido141,match16,content10,37102,49,2,2,2242,53,0.4692,25.4203,0
******j9A4I,17-06-2024,Video,tag_2,partido141,match16,content10,46995,37,4,3,4055,44,0.5583,59.1112,0
******mGQQI,17-06-2024,Video,tag_2,partido141,match16,content10,46579,65,3,22,4332,90,0.5726,64.0832,0
******eTq1o,17-06-2024,Short,tag_2,partido18,match16,content13,110824,521,17,77,23444,615,0.7006,228.1373,0
******UnbVw,17-06-2024,Short,tag_2,partido18,match16,content13,11980,37,1,2,1292,40,0.6776,10.6996,0
******hq8Vs,17-06-2024,Short,tag_2,partido18,match16,content13,30390,63,4,1,3585,68,0.756,21.0801,0
******cNjGg,17-06-2024,Video,tag_2,partido18,match16,content13,238686,157,8,84,30110,249,0.7563,588.2429,115.376
******1GaXs,17-06-2024,Video,tag_2,partido18,match16,content14,56045,30,7,1,4436,38,0.6457,36.5985,0
******bRjOg,17-06-2024,Short,tag_2,partido18,match16,content14,21131,34,0,0,2231,34,0.3205,9.9298,0
******avXNw,17-06-2024,Short,tag_2,partido18,match16,content14,32916,145,0,7,6716,152,0.5838,42.4766,0
******c3now,17-06-2024,Short,tag_2,partido18,match16,content14,44582,189,6,5,10767,200,0.5904,86.5218,0
******jun9Q,17-06-2024,Video,tag_2,partido18,match16,content14,67779,73,5,13,5716,91,0.7292,56.732,0
******UNs-4,17-06-2024,Video,tag_2,partido23,match16,content14,32443,10,0,1,1026,11,0.5485,8.5977,0
******PMsHE,17-06-2024,Short,tag_2,partido23,match16,content14,15577,51,6,4,2734,61,0.6589,9.0075,0
******nxCns,17-06-2024,Video,tag_2,partido23,match16,content14,36847,7,0,0,837,7,0.524,8.041,0
******GlsNw,17-06-2024,Short,tag_2,partido23,match16,content14,14987,86,1,1,3371,88,0.6776,19.0353,0
******_7-Mk,17-06-2024,Video,tag_2,partido141,match16,content14,54898,27,0,2,3777,29,0.5355,64.6095,0
******er-Uo,17-06-2024,Short,tag_2,partido141,match16,content14,13024,93,0,2,4143,95,0.7116,23.7478,0
******TssQE,17-06-2024,Video,tag_2,partido141,match16,content14,28384,8,0,1,485,9,0.4731,3.1229,0
******6MUa4,17-06-2024,Video,tag_2,partido141,match16,content14,31580,8,0,0,702,8,0.4659,5.5423,0
******eBXiE,17-06-2024,Video,tag_2,partido18,match16,content15,100345,29,2,0,5222,31,0.2049,948.6725,0
******No5Kc,17-06-2024,Short,tag_4,Ninguno,Ninguno,content18,37785,72,8,4,2685,84,0.6621,14.8134,0
******MY5wI,17-07-2022,Short,Ninguno,partido30,match4,content1,20934,17,1,0,1308,18,104.27,7.9557,0.29
******P1yN4,17-07-2022,Short,Ninguno,Ninguno,Ninguno,content6,1114,4,0,1,989,5,54.18,5.8047,0.263
******9MTOs,17-07-2024,Short,Ninguno,Ninguno,Ninguno,content6,88451,390,53,62,35992,505,73.19,343.9048,7.968
******A07ds,17-07-2024,Short,tag_1,partido48,match10,content10,87417,260,6,7,9291,273,68.94,81.8444,2.046
******0lxlY,17-07-2024,Short,tag_1,partido48,#N/A,content10,169304,606,15,21,24466,642,102.75,153.6306,5.427
******IBQDc,17-07-2024,Video,tag_4,Ninguno,Ninguno,content10,61427,31,1,4,1912,36,0.3947,84.4721,0
******tnH10,17-07-2024,Short,tag_1,Ninguno,Ninguno,content10,153688,754,27,44,26717,825,70.77,267.8497,5.911
******FmQPI,17-07-2024,Short,tag_1,partido138,match10,content10,126699,391,10,14,18280,415,62.50,155.4951,4.044
******FyRfM,17-07-2024,Short,tag_4,partido12,match1,content13,65202,223,1,4,6236,228,0.5926,60.5676,0
******FyRfM,17-07-2024,Short,tag_4,partido12,match1,content13,105103,249,1,4,7510,254,58.90,72.4974,1.515
******vv75o,17-07-2024,Short,Ninguno,Ninguno,Ninguno,content15,72170,277,4,11,8268,292,74.52,90.7082,1.746
******vv75o,17-07-2024,Short,tag_4,partido12,match1,content17,33563,268,4,11,7554,283,0.7462,82.9812,0
******8uimc,17-08-2024,Short,Ninguno,Ninguno,Ninguno,content2,29866,69,2,2,4956,73,52.82,24.7211,1.394
******fKRdw,17-08-2024,Short,Ninguno,Ninguno,Ninguno,content5,10382,91,1,0,3668,92,58.38,24.982,1.009
******ZnV9s,17-08-2024,Short,Ninguno,Ninguno,Ninguno,content6,49366,198,17,3,14759,218,65.17,160.2974,4.078
******aN8us,17-08-2024,Short,Ninguno,Ninguno,Ninguno,content7,10241,28,0,1,1971,29,60.89,16.6685,0.518
******8NTQA,17-08-2024,Short,tag_5,partido47,match13,content10,11344,30,0,0,1070,30,49.28,7.763,0.288
******xFTME,17-08-2024,Short,tag_5,partido47,match13,content10,15724,24,0,0,1010,24,45.90,7.5978,0.268
******tkZRs,17-08-2024,Short,Ninguno,Ninguno,Ninguno,content10,14880,24,0,0,1424,24,42.14,6.167,0.378
******CLpjU,17-08-2024,Short,tag_1,partido130,match8,content10,30547,105,4,2,5928,111,81.17,53.4621,1.634
******W3oM0,17-08-2024,Short,tag_1,partido130,match8,content10,48137,161,11,15,7087,187,61.30,68.7869,1.942
******L0iE0,17-08-2024,Short,Ninguno,Ninguno,Ninguno,content15,25640,63,0,0,2535,63,55.09,11.6388,0.68
******Xuubo,18-06-2024,Video,tag_2,partido180,match16,content2,38590,16,1,2,1256,19,0.5484,8.4181,0
******OJQuI,18-06-2024,Short,tag_2,partido180,match16,content2,22029,67,2,0,4707,69,0.5393,23.9735,0
******Mx7bQ,18-06-2024,Video,tag_2,partido123,match16,content6,86438,24,2,4,3444,30,0.5556,60.5986,0
******13YHQ,18-06-2024,Short,tag_2,partido123,match16,content6,40490,159,7,2,8440,168,0.5194,65.7597,0
******8Up6w,18-06-2024,Video,tag_2,partido180,match16,content6,51665,20,0,2,3500,22,0.4546,60.5474,0
******ZOocc,18-06-2024,Short,tag_2,partido180,match16,content6,13180,48,1,2,3285,51,0.4471,16.32,0
******03SK0,18-06-2024,Video,tag_2,partido123,match16,content9,6127684,6555,283,443,731480,"7,281",0.6596,96091.5515,6246.189
******oK95s,18-06-2024,Video,tag_2,partido180,match16,content9,6554344,7727,655,1977,749002,"10,359",0.5898,112653.4831,8291.951
******pFqZU,18-06-2024,Short,tag_2,partido123,match16,content10,81805,289,1,9,9551,299,0.5586,66.6904,0
******3JqAQ,18-06-2024,Short,tag_2,partido123,match16,content10,27690,70,3,1,2949,74,0.5386,22.0611,0
******dgNMo,18-06-2024,Short,tag_2,partido123,match16,content10,29397,217,3,8,7827,228,0.643,64.3103,0
******BOVxo,18-06-2024,Video,tag_2,partido123,match16,content10,81918,70,8,10,6394,88,0.5547,94.577,0
******N8LZk,18-06-2024,Video,tag_2,partido123,match16,content10,107608,112,8,16,11579,136,0.5436,206.3069,0
******CBvAE,18-06-2024,Video,tag_2,partido123,match16,content10,78384,42,7,6,6028,55,0.5738,93.201,0
******mA7W0,18-06-2024,Video,tag_2,partido180,match16,content10,39002,31,2,2,3119,35,0.4384,41.0246,0
******B24pE,18-06-2024,Video,tag_2,partido180,match16,content10,44909,59,2,43,5412,104,0.513,76.3505,0
******lTgR0,18-06-2024,Video,tag_2,partido180,match16,content10,62698,55,6,9,5074,70,0.5278,105.6268,0
******-PBHE,18-06-2024,Video,tag_2,partido180,match16,content10,405559,1144,73,1530,79114,"2,747",0.6967,1760.7033,351.896
******F5yC8,18-06-2024,Short,tag_2,partido180,match16,content10,17152,63,4,7,2244,74,0.4153,15.2742,0
******s6ZC8,18-06-2024,Short,tag_2,partido180,match16,content10,56974,602,14,150,11956,766,0.6117,109.6951,0
******X7XDA,18-06-2024,Short,tag_2,partido180,match16,content10,22756,60,1,0,4437,61,0.3901,24.519,0
******-YKf0,18-06-2024,Video,tag_2,partido23,match16,content11,187570,71,19,11,15353,101,0.4789,908.8326,56.336
******2bgus,18-06-2024,Video,tag_2,partido123,match16,content11,413841,323,31,19,39004,373,0.4871,2206.0498,173.37
******CaErE,18-06-2024,Video,tag_2,partido180,match16,content11,59649,50,5,9,3668,64,0.4207,103.7291,0
******91hK8,18-06-2024,Video,tag_2,partido180,match16,content11,896779,913,29,115,126358,"1,057",0.5462,9892.5816,788.593
******jZ_R0,18-06-2024,Video,tag_2,partido123,match16,content12,58125,47,4,4,3236,55,0.471,74.9439,0
******fQY1I,18-06-2024,Short,tag_2,partido123,match16,content12,33636,292,7,9,7972,308,0.4704,58.3356,0
******Bn6-k,18-06-2024,Video,tag_2,partido123,match16,content14,59005,27,9,6,5929,42,0.6057,58.86,0
******o5_Qs,18-06-2024,Short,tag_2,partido123,match16,content14,15643,40,2,2,2435,44,0.5225,10.6031,0
******DsmAY,18-06-2024,Video,tag_2,partido123,match16,content14,41450,11,1,2,1979,14,0.5362,18.2767,0
******Ojf5s,18-06-2024,Video,tag_2,partido123,match16,content14,44057,26,4,2,1960,32,0.5174,20.8438,0
******nMMGA,18-06-2024,Video,tag_2,partido123,match16,content14,40083,14,2,1,1408,17,0.5148,12.0799,0
******X2cdM,18-06-2024,Video,tag_2,partido180,match16,content14,36785,19,3,4,2467,26,0.54,26.2737,0
******ITte0,18-06-2024,Video,tag_2,partido180,match16,content14,29410,12,0,4,1176,16,0.5209,10.8909,0
******3N1TY,18-06-2024,Short,tag_2,partido180,match16,content14,29446,69,2,1,3273,72,0.5327,21.3093,0
******T5nQw,18-06-2024,Short,tag_2,partido180,match16,content14,9024,28,0,0,1155,28,0.5183,7.3169,0
******Zr_pc,18-06-2024,Video,tag_4,Ninguno,Ninguno,content15,419527,259,30,6,45628,295,0.4043,9577.6697,311.225
******ZmA1Y,18-06-2024,Video,tag_2,partido123,match16,content15,191854,76,5,4,10615,85,0.2071,1977.8863,82.1
******Cw3Us,18-07-2023,Short,tag_8,partido93,match1,content14,34814,102,1,5,4378,108,65.93,33.6745,0.866
******NkCwM,18-07-2023,Short,tag_8,Ninguno,Ninguno,content17,19352,25,3,8,1846,36,82.17,10.5334,0.372
******smO-M,18-07-2024,Short,Ninguno,Ninguno,Ninguno,content7,100481,232,13,10,13920,255,90.27,184.9993,3.077
******GzBKk,18-07-2024,Short,tag_1,partido102,match22,content10,35983,97,4,0,5006,101,90.90,24.016,1.105
******_3svQ,18-07-2024,Short,tag_1,partido177,match10,content10,106980,396,6,11,19541,413,86.65,117.5791,4.33
******PjagU,18-07-2024,Short,tag_1,partido178,match10,content10,39464,119,1,2,6296,122,74.48,28.6582,1.389
******NQ8TQ,18-07-2024,Short,Ninguno,Ninguno,Ninguno,content19,423713,5124,139,75,383751,"5,338",83.28,5237.7656,86.327
******u6ljI,18-07-2024,Short,Ninguno,Ninguno,Ninguno,content21,68314,191,11,7,9863,209,100.57,52.3503,2.181
******6VMUQ,18-08-2024,Short,tag_3,partido3,match20,content2,20522,41,2,0,2805,43,52.96,13.6176,0.754
******y-VkQ,18-08-2024,Short,tag_3,partido3,match20,content5,39766,192,36,14,7674,242,49.18,55.5653,2.078
******Bha4k,18-08-2024,Short,tag_3,partido3,match20,content7,165066,523,77,23,22936,623,90.66,161.7226,6.262
******WgUPc,19-06-2024,Video,tag_2,partido42,match17,content2,37043,15,3,4,2135,22,0.5478,28.5907,0
******mEjNQ,19-06-2024,Short,tag_2,partido42,match17,content2,9620,25,0,0,1358,25,0.3817,8.2062,0
******szJN4,19-06-2024,Video,tag_2,partido74,match17,content2,45583,26,2,16,2598,44,0.6576,25.6261,0
******fNIvk,19-06-2024,Video,tag_2,partido74,match17,content2,37530,8,1,1,924,10,0.5419,8.2062,0
******Hw69E,19-06-2024,Short,tag_2,partido74,match17,content2,8631,29,0,1,1995,30,0.4401,11.2191,0
******EkHbI,19-06-2024,Video,tag_2,partido74,match17,content2,31528,12,1,2,748,15,0.566,6.4682,0
******Q-Okw,19-06-2024,Short,tag_2,partido74,match17,content2,24755,344,1,18,13904,363,0.7022,108.4891,0
******5e-xI,19-06-2024,Short,tag_2,partido146,match17,content2,25273,60,0,1,2265,61,0.5783,10.9147,0
******7L2TY,19-06-2024,Short,tag_2,partido42,match17,content3,12753,25,0,0,1259,25,0.4876,5.7975,0
******IgxD4,19-06-2024,Short,tag_2,partido74,match17,content3,29785,97,0,2,4847,99,0.7516,25.2971,0
******5x4Po,19-06-2024,Video,tag_2,Ninguno,Ninguno,content4,883124,409,14,94,95154,517,0.4578,19455.7903,1287.432
******ERH1s,19-06-2024,Video,tag_2,Ninguno,Ninguno,content4,72226,43,4,20,3346,67,0.5874,131.5687,0
******Tx58c,19-06-2024,Short,tag_2,partido42,match17,content6,9703,33,0,0,1025,33,0.5473,8.1024,0
******wobTk,19-06-2024,Video,tag_2,partido74,match17,content6,44659,21,2,1,2688,24,0.5886,37.7957,0
******CK9q4,19-06-2024,Video,tag_2,partido146,match17,content6,71734,18,1,0,2644,19,0.5085,29.5027,0
******4MQ9k,19-06-2024,Short,tag_2,partido146,match17,content6,44389,54,0,0,2783,54,0.3854,17.2786,0
******HopJg,19-06-2024,Video,tag_2,partido146,match17,content6,58113,25,1,0,2461,26,0.597,34.6921,0
******QajlI,19-06-2024,Video,tag_2,partido42,match17,content9,3138714,3513,140,177,422968,"3,830",0.6371,57559.6029,4416.417
******fN2ek,19-06-2024,Video,tag_2,partido74,match17,content9,3318248,3568,110,225,421249,"3,903",0.6797,51298.7806,4250.449
******rYLOg,19-06-2024,Video,tag_2,partido146,match17,content9,2262460,2037,61,117,272338,"2,215",0.6487,27237.6344,2002.562
******ZwlsI,19-06-2024,Short,tag_2,partido42,match17,content10,12916,53,0,1,2637,54,0.4095,16.7965,0
******LThPA,19-06-2024,Video,tag_2,partido42,match17,content10,27414,28,0,4,1373,32,0.4472,14.4986,0
******cg5w4,19-06-2024,Video,tag_2,partido42,match17,content10,35705,19,3,3,1693,25,0.4995,22.3149,0
******WQh34,19-06-2024,Short,tag_2,partido42,match17,content10,18429,50,1,0,2675,51,0.4439,19.1312,0
******QJIwg,19-06-2024,Video,tag_2,partido42,match17,content10,63472,47,4,8,6316,59,0.515,102.0904,0
******Jn79E,19-06-2024,Short,tag_2,partido42,match17,content10,8250,47,0,0,2789,47,0.328,13.9746,0
******effVk,19-06-2024,Video,tag_2,partido42,match17,content10,43251,43,8,9,3448,60,0.5005,57.521,0
******981D8,19-06-2024,Short,tag_2,partido74,match17,content10,15919,82,1,2,3819,85,0.5206,32.5866,0
******s_vq0,19-06-2024,Short,tag_2,partido74,match17,content10,20454,61,0,1,1672,62,0.4216,9.9875,0
******T9mdE,19-06-2024,Video,tag_2,partido74,match17,content10,81449,53,6,9,6901,68,0.537,110.1356,0
******2XbH0,19-06-2024,Video,tag_2,partido74,match17,content10,53164,55,6,13,5051,74,0.5974,74.6024,0
******psrCA,19-06-2024,Short,tag_2,partido146,match17,content10,15664,41,1,0,1671,42,0.4497,12.3166,0
******U08-g,19-06-2024,Video,tag_2,partido146,match17,content10,116338,148,7,153,14736,308,0.6063,260.5981,47.921
******G39mQ,19-06-2024,Video,tag_2,partido146,match17,content10,77062,36,3,9,5917,48,0.5839,109.3999,0
******iWxEg,19-06-2024,Short,tag_2,partido146,match17,content10,45718,301,5,19,7728,325,0.5894,73.3812,0
******BK-8c,19-06-2024,Video,tag_2,partido42,match17,content11,180745,79,7,8,15703,94,0.4814,760.0661,57.857
******DmAdk,19-06-2024,Video,tag_2,partido74,match17,content12,49763,45,1,5,2559,51,0.4803,69.3026,0
******uz_6U,19-06-2024,Video,tag_2,partido146,match17,content12,46853,25,4,3,1806,32,0.5108,46.6385,0
******9yHJA,19-06-2024,Short,tag_2,partido74,match17,content14,15804,37,0,0,2378,37,0.3864,12.7604,0
******84680,19-06-2024,Video,tag_2,partido146,match17,content14,40419,30,1,2,1488,33,0.5473,14.2516,0
******vLXak,19-06-2024,Video,tag_2,partido74,match17,content15,147362,44,7,3,9189,54,0.2042,1676.93,82.837
******DGbyw,19-06-2024,Short,tag_2,partido146,match17,content22,29266,92,4,7,3840,103,0.773,18.9632,0
******Y6CFE,19-06-2024,Short,tag_2,partido123,match16,content23,17970,352,12,2,12199,366,0.5647,86.103,0
******NZRq0,19-07-2024,Short,Ninguno,Ninguno,Ninguno,content7,46595,161,7,3,7025,171,75.91,68.1415,1.551
******5-7hg,19-08-2024,Short,Ninguno,Ninguno,Ninguno,content2,31749,62,1,0,3678,63,71.50,16.8011,1.045
******Ij7sw,19-08-2024,Short,tag_9,Ninguno,Ninguno,content5,15082,67,5,1,2746,73,51.37,19.9822,0.423
******mJ7r4,19-08-2024,Short,tag_1,partido173,match15,content5,202282,8229,292,501,233234,"9,022",103.52,4024.1607,66.063
******vfLj4,19-08-2024,Short,Ninguno,Ninguno,Ninguno,content6,8351,56,3,2,4451,61,60.16,40.1657,1.241
******XbiII,19-08-2024,Short,tag_1,partido173,match15,content6,14666,57,2,5,4033,64,63.14,37.491,1.145
******g3YkY,19-08-2024,Short,Ninguno,Ninguno,Ninguno,content10,17001,30,2,0,2133,32,77.43,10.0925,0.589
******8WmBQ,19-08-2024,Short,tag_1,partido143,match6,content10,23515,46,0,1,2352,47,87.23,13.1075,0.677
******l1I2I,19-08-2024,Short,tag_1,partido143,match6,content10,29787,75,0,2,4021,77,54.74,25.6775,1.138
******7_XwY,19-08-2024,Short,tag_1,partido143,match6,content10,22469,39,0,1,2928,40,73.86,13.2162,0.847
******T25Mw,19-08-2024,Short,tag_1,partido173,match15,content10,18160,57,2,3,3204,62,89.50,16.7272,0.887
******bQg30,19-08-2024,Short,tag_1,partido173,match15,content10,34548,300,2,4,18424,306,77.13,114.4665,5.286
******TMdaI,19-08-2024,Short,tag_1,partido143,match6,content19,57260,90,0,2,4929,92,53.04,43.5698,1.439
******doikE,20-06-2024,Short,tag_2,partido153,match17,content2,7915,14,0,0,766,14,0.3056,3.1861,0
******_aRTc,20-06-2024,Video,tag_2,partido153,match17,content2,24271,12,1,0,768,13,0.5224,6.7981,0
******ZQ0oo,20-06-2024,Video,tag_2,partido153,match17,content2,21097,4,1,0,444,5,0.4943,3.4139,0
******Bct-Y,20-06-2024,Video,tag_2,partido153,match17,content2,24772,7,1,0,791,8,0.542,9.1701,0
******Toh7I,20-06-2024,Short,tag_2,partido153,match17,content2,8765,23,0,0,1119,23,0.4325,5.915,0
******2EtWQ,20-06-2024,Short,tag_2,partido155,match17,content2,32140,203,3,5,6810,211,0.6412,59.4322,0
******QywZ8,20-06-2024,Short,tag_2,partido160,match17,content2,23943,99,0,0,3211,99,0.6075,19.5076,0
******CPvgU,20-06-2024,Video,tag_2,partido160,match17,content2,45686,23,1,2,3576,26,0.6881,51.9444,0
******XXWWM,20-06-2024,Video,tag_2,partido160,match17,content2,64581,27,1,6,2869,34,0.4507,115.6487,0
******ejBr4,20-06-2024,Video,tag_2,partido160,match17,content2,42042,8,2,2,2142,12,0.5577,22.2346,0
******g-_hY,20-06-2024,Short,tag_4,Ninguno,Ninguno,content4,31372,57,5,5,1346,67,0.7383,14.3544,0
******1GQmM,20-06-2024,Short,tag_4,Ninguno,Ninguno,content4,13942,43,0,0,677,43,0.6229,6.794,0
******1e-Rk,20-06-2024,Video,tag_2,partido51,match17,content9,2753771,3035,123,159,365970,"3,317",0.6749,41508.807,4484.241
******Sf7nY,20-06-2024,Video,tag_2,partido153,match17,content9,2654159,2422,81,122,318798,"2,625",0.5894,39720.5854,4269.683
******RXuQg,20-06-2024,Video,tag_2,partido160,match17,content9,3615604,4745,236,400,516306,"5,381",0.693,58936.1506,5293.632
******NxKpU,20-06-2024,Short,tag_2,partido51,match17,content10,32612,63,0,1,2854,64,0.4824,22.9445,0
******Fkouw,20-06-2024,Video,tag_2,partido51,match17,content10,91458,94,5,8,10422,107,0.5532,179.3571,0
******jLjUE,20-06-2024,Video,tag_2,partido51,match17,content10,92677,137,13,41,12264,191,0.6266,221.9948,0
******8MgvE,20-06-2024,Short,tag_2,partido51,match17,content10,19221,59,3,5,1896,67,0.4176,12.7557,0
******mcr8E,20-06-2024,Video,tag_2,partido153,match17,content10,49503,33,2,1,4133,36,0.4979,69.1685,0
******MblU8,20-06-2024,Video,tag_2,partido153,match17,content10,43523,39,3,15,3169,57,0.5582,52.5774,0
******sSdoM,20-06-2024,Short,tag_2,partido153,match17,content10,11845,32,0,0,1813,32,0.4591,13.4096,0
******YWces,20-06-2024,Short,tag_2,partido153,match17,content10,45505,335,1,5,13708,341,0.5878,132.0575,0
******bwAIo,20-06-2024,Short,tag_2,partido153,match17,content10,12531,26,0,0,1749,26,0.3567,9.184,0
******_8JJA,20-06-2024,Short,tag_2,partido160,match17,content10,29127,97,5,3,5457,105,0.4866,39.8284,0
******HrJik,20-06-2024,Video,tag_2,partido160,match17,content10,85933,75,13,29,9829,117,0.6036,189.506,0
******a9ULE,20-06-2024,Video,tag_2,partido51,match17,content12,45101,45,2,2,3083,49,0.4778,65.4732,0
******zPPTo,20-06-2024,Video,tag_2,partido153,match17,content12,23664,11,2,0,752,13,0.3791,14.4109,0
******qOJw8,20-06-2024,Video,tag_2,partido160,match17,content12,79155,85,7,13,6444,105,0.6023,203.748,0
******WutNM,20-06-2024,Video,tag_2,partido51,match17,content14,31974,8,1,0,1163,9,0.517,9.3538,0
******ychQg,20-06-2024,Short,tag_2,partido51,match17,content14,20777,60,1,0,2881,61,0.5545,25.296,0
******CUPQg,20-06-2024,Video,tag_2,partido51,match17,content14,31250,16,1,0,1317,17,0.5133,11.6423,0
******R1gi0,20-06-2024,Video,tag_2,partido51,match17,content14,31294,18,1,0,1835,19,0.5738,17.2564,0
******RwFtI,20-06-2024,Video,tag_2,partido153,match17,content14,19555,3,1,0,347,4,0.4316,3.203,0
******e9v7M,20-06-2024,Short,tag_2,partido153,match17,content14,7881,15,0,0,832,15,0.3184,4.194,0
******A6PLI,20-06-2024,Short,tag_2,partido153,match17,content14,7073,19,0,0,702,19,0.5342,4.0625,0
******aOB3I,20-06-2024,Video,tag_2,partido153,match17,content14,27229,35,2,2,1112,39,0.4968,11.2026,0
******swCJU,20-06-2024,Short,tag_2,partido153,match17,content14,9735,21,0,0,956,21,0.3688,3.5258,0
******dw4Yo,20-06-2024,Video,tag_2,partido160,match17,content14,38147,22,1,1,2829,24,0.616,31.4653,0
******ditpM,20-06-2024,Short,tag_2,partido160,match17,content14,26365,90,0,2,3305,92,0.4876,18.7993,0
******FT4kw,20-06-2024,Video,tag_2,partido160,match17,content14,54940,30,2,1,4323,33,0.6106,56.4609,0
******ACK1w,20-06-2024,Video,tag_2,partido160,match17,content14,35456,44,4,2,1895,50,0.5783,19.4813,0
******KA5mE,20-06-2024,Video,tag_2,partido160,match17,content14,40177,26,2,1,2443,29,0.6662,28.9354,0
******U0hWE,20-06-2024,Short,tag_2,partido160,match17,content14,14965,43,0,0,3089,43,0.7026,19.2922,0
******P3dKw,20-06-2024,Video,tag_4,Ninguno,Ninguno,content15,58105,18,5,1,2599,24,0.3824,46.375,0
******bcbWw,20-06-2024,Video,tag_2,Ninguno,Ninguno,content15,112996,40,7,1,24429,48,0.3801,8236.2616,694.499
******z8PWY,20-06-2024,Video,tag_4,partido11,match16,content16,208990,211,12,46,34613,269,0.1176,1509.7194,0
******vN87A,20-06-2024,Video,tag_4,Ninguno,Ninguno,content18,161761,89,11,1,7160,101,0.248,743.2361,65.806
******peRc4,20-06-2024,Video,tag_4,Ninguno,Ninguno,content18,72567,22,4,0,1865,26,0.2622,99.5495,0
******S2-bE,20-06-2024,Video,tag_4,Ninguno,Ninguno,content18,51920,15,2,0,1603,17,0.1612,71.257,0
******KVQTs,20-06-2024,Short,tag_2,partido153,match17,content23,8817,74,0,1,3008,75,0.729,20.71,0
******fkEVU,20-07-2024,Short,Ninguno,Ninguno,Ninguno,content2,54670,258,19,9,18417,286,73.24,123.6421,4.082
******_2XGk,20-07-2024,Short,Ninguno,Ninguno,Ninguno,content7,43346,269,18,7,6570,294,88.65,42.066,1.448
******911Sg,20-07-2024,Short,tag_1,partido17,match11,content10,122454,251,2,2,19272,255,61.99,189.1577,4.274
******NEZME,20-07-2024,Short,tag_1,partido128,match11,content10,63808,172,1,2,11018,175,79.64,73.1269,2.448
******cyhPc,20-07-2024,Short,tag_1,partido128,match11,content10,41378,135,3,1,9523,139,81.56,53.9351,2.11
******qHsU0,20-07-2024,Short,tag_1,partido135,match9,content14,21630,50,1,0,3524,51,48.49,28.0032,0.788
******H7nkc,20-07-2024,Short,Ninguno,Ninguno,Ninguno,content15,37567,79,0,0,5473,79,55.93,26.3571,1.206
******qPwN0,20-07-2024,Short,tag_1,partido128,match11,content19,217215,522,8,8,38718,538,76.22,409.8618,8.578
******NGY58,20-08-2024,Short,tag_7,partido90,match1,content7,168942,279,4,6,15240,289,94.66,108.1916,4.506
******V2T9c,20-08-2024,Short,Ninguno,partido2,Ninguno,content17,29957,52,2,0,3153,54,64.78,27.8018,0.912
******k1bvY,21-06-2024,Video,tag_4,partido11,match16,content2,47291,23,2,1,3870,26,0.6261,35.6738,0
******M1GhA,21-06-2024,Video,tag_4,partido11,match16,content2,51976,20,1,0,3095,21,0.5958,29.1963,0
******0z_7E,21-06-2024,Video,tag_4,partido11,match16,content2,64474,38,2,1,5687,41,0.6199,75.4025,0
******mkOD4,21-06-2024,Video,tag_4,partido11,match16,content2,33583,14,1,0,1617,15,0.5768,11.3998,0
******tSQMk,21-06-2024,Short,tag_4,partido11,match16,content2,14084,54,2,1,2748,57,0.4935,15.8222,0
******RyJZQ,21-06-2024,Short,tag_2,partido107,match17,content2,20246,67,0,1,2562,68,0.6505,14.3522,0
******ooQXg,21-06-2024,Short,tag_2,partido107,match17,content2,19374,45,0,0,2570,45,0.5895,15.1497,0
******hT6F0,21-06-2024,Video,tag_2,partido107,match17,content2,41517,20,3,0,2646,23,0.6295,23.5959,0
******3q4YE,21-06-2024,Video,tag_2,partido119,match17,content2,33714,11,1,0,1517,12,0.5984,13.3637,0
******E4HZg,21-06-2024,Video,tag_2,partido119,match17,content2,32898,8,1,1,1167,10,0.5196,11.6225,0
******1MTD8,21-06-2024,Short,tag_2,partido119,match17,content2,12935,35,0,0,1503,35,0.4256,6.2184,0
******WuZls,21-06-2024,Video,tag_2,partido151,match17,content2,26377,9,1,0,893,10,0.5671,13.3633,0
******-XUio,21-06-2024,Short,tag_2,partido151,match17,content2,6895,11,1,0,720,12,0.5245,4.9302,0
******NEBMo,21-06-2024,Short,tag_2,partido151,match17,content2,11585,28,0,0,1701,28,0.423,11.3911,0
******qzt_s,21-06-2024,Short,tag_2,partido151,match17,content2,16570,33,0,0,1598,33,0.6013,12.2785,0
******0wiDg,21-06-2024,Video,tag_2,Ninguno,Ninguno,content4,151587,48,2,2,7567,52,0.2244,404.7486,0
******PCsGc,21-06-2024,Short,tag_4,partido11,match16,content6,73825,294,21,5,17263,320,0.5941,170.9438,0
******uFnqc,21-06-2024,Short,tag_4,partido11,match16,content6,48844,189,61,35,23922,285,0.7712,179.3725,0
******5Iadg,21-06-2024,Video,tag_2,partido107,match17,content6,178897,84,25,26,13854,135,0.5247,472.5236,65.933
